text,label,place
"extremely disappointing. not a wide choice of food on the buffet (no duck, no pancakes, no desserts). the food that was there was low quality (the rice was so overcooked it was mushy). the toilets were very unhygienic and the staff were not friendly. avoid!",1,Hong Kong Buffet
lovely dim sum experience! very confused on the overall rating but have faith - nyc native,5,Hong Kong Buffet
"while the food is fine for a buffet, the service is absolutely terrible. the older man, possibly the owner, is incredibly rude and has no customer service skills whatsoever. avoid.",1,Hong Kong Buffet
basic setting - great food with a wide selection buffett,5,Hong Kong Buffet
"dr ming is really nice and patient. she cured my acne after 4 months, which has bothered me for for 9 years! will definitely recommend her to my friends and colleagues!",5,Hong Ning Clinic 康宁中医诊所
confusing time. if it was my first massage ever ill probably have a phobia by now. masseuse practiced with dirty hands and used baby oil from sainsburys. i had to tell her to not to talk on facetime while massaging. im still in pain... mentally and physically,1,Hong Ning Clinic 康宁中医诊所
the acupuncture is really good! bad are the herbs (i took huo xiang herbs) .. they make me feel more sick after making a tea and they cost me 15 pound ... i thought they must be good stuff but dont take those cos they are not clean !,2,Hong Ning Clinic 康宁中医诊所
"as i know, hong ning clinic is the earliest chinese medical center. dr. luo is a skin expert.  i have indroduced many patients to see her and everyone has got good results. thanks to dr. luo. the staff in this clinic are also kind and helpful, always giving detailed consultation and nice treatment. will definitely recommend!",5,Hong Ning Clinic 康宁中医诊所
"have been suffering from a very bad shoulder pain. hong ning helps me relief my pain with a very good massage, the staffs are professional, the environment is clean. excellent experience! will definitely come back again.",5,Hong Ning Clinic 康宁中医诊所
worst customer service ever received in london by manager dimitris. he spoke down to us and walked away as we were talking to him. he really let the place down.,1,Hovarda
"great place, amazing cocktails and music",5,Hovarda
"excellent food, ambience, service and music. can't fault anything.",5,Hovarda
"beautiful restaurant. my food was tasty, although i really didn't need 2 courses for brunch so wish the restaurant would offer a one course option! the service was friendly, albeit very slow.",3,Hovarda
host is so rude,1,Hovarda
good food and good service. noce place and well avhieved fusion of different dishes. wine list could be improved in terms of quality vs price.,4,Hovarda
amazing ambiance and very nice music ,5,Hovarda
bloody lovely food - amazing lamb chops.,5,Hovarda
the staff were quite rude and the food is overpriced. i do not recommend.,1,Hovarda
the worst restaurant in london..the stuff was rude..the food wasn't something special..and the prices were so high for no reason..,1,Hovarda
"great food, quick, friendly service",5,Hovarda
very cool atmosphere and great food.,5,Hovarda
great food and great service. the bar was full of people who thought they were film stars and do this must be the trendy place to go to at the moment.,4,Hovarda
very cool. loved the upstairs seating. nice place for a drink and food. keen to head back,5,Hovarda
"i would really recommend the restaurant to change its security guard. highly recommend it, bad manners and bad attitude. thinks hes the shah of iran.",1,Hovarda
"good food. not mind blowing, hence you do feel like you question why the lamb is 29. but the service is excellent, and the surroundings are great. but one thing which is amazing is the yellow tail cerviche. amazing blend of lime and chilli really adds to the flavour.",4,Hovarda
"a must place to be in london, amazing music and atmosphere!!",5,Hovarda
great place to visit.. small but nice!,4,Hovarda
excellent food and service! i highly recommend the crab starter,5,Hovarda
"beautiful quality food, great service. love the decor.",5,Hovarda
prices are up there but food and drinks surprisingly back it up. calamari and sauce are on another level. fish and meats cooked perfectly. service was actually great. atmosphere certainly is snooty here and can probably make some people uncomfortable so place wont be for everyone,4,Hovarda
"lovely, cool, chic setting to have drinks, bite and catch up with the friends, or hold a gathering / party.",5,Hovarda
"nice and tasty food , trendy place. a bit on expensive side, food could be more original and service more organised.",4,Hovarda
absolutely appalling service. we left because of the attitude of the receptionist iman. recommend getting some new staff if you dont want your customers suing you for discrimination. ive never been treated so badly by an individual.,1,Hovarda
"the dj girl was killing it, great vibe, good cocktails, hot bartender, my new fav spot now",5,Hovarda
cool trendy place with a hint of turkish. try the lokum cocktail,5,Hovarda
great food and wine,5,Hovarda
the bar upstairs is amazing! great vibe and amazing djs,5,Hovarda
awesome place with great music drinks and people,5,Hovarda
"overrated,  way overpriced for what it is, mediocre food, appalling service, good interior (the only good thing about this place).",1,Hovarda
best place to be london,5,Hovarda
loved it.,5,Hovarda
"great vibe, the food is excellent and you can enjoy cocktail drinks on the second floor.",5,Hovarda
the food was quite a disappointment. and it was raining that night and the water was dripping right on to our table.,3,Hovarda
"good atmosphere, friendly staff and excellent service.",4,Hovarda
"unfortunately, i cant give this place 0 stars but if i could, i would. without doubt, the worst service i have received in london, ever.",1,Hovarda
food was very very good but all came at once - they just need to space it out a little. we had literally all the starters (table for 8) and 2x fish of the day. bar upstairs is average though.,5,Hovarda
delicious food and great ambient! beautiful kitchen... worth it all!,5,Hovarda
great food! great service! great decor!,5,Hovarda
great atmosphere and amazing food! friendly and efficient service!!,5,Hovarda
"amazing food from their talented chef ilia patsio. perfect service in a vibrant atmosphere, beautifully decorated.top floor overlooking the restaurant has a chilling area with sofas, a bar and a dj where you can enjoy their great selection of drinks.",5,Hovarda
"good food, nice atmosphere but very expensive. i would expect better food with that prices.",2,Hovarda
oriental turkish food with nice music,5,Hovarda
the atmosphere and food was great. the budget is around 60 per person.,4,Hovarda
nice atmosphere,5,Hovarda
"excellent food, drinks, service and interior design! the atmosphere is magical.",5,Hovarda
so great,4,Hovarda
the venue has of the best designs and ambiances in london. the food is even better than the venue. hovarda is on the way to become a flagship restaurant of the aegean kitchen. crab borek is a must try with a bottle of raki...,5,Hovarda
food is delious champagne & cocktails they were lovely  staff were very professional & helpful i had a wonderful birthday celebcelebration tonight xx,5,Hovarda
"friendly staff, delicious food, upbeat vibe ...... whats up with the bouncer on the door of the restaraunt? very unwelcoming!",4,Hovarda
"dimitrius know how to put a great atmosphere, one of the best places in london",5,Hovarda
"i love this place. lovely food, great ambience",5,Hovarda
excellent bar upstairs. on thursday's the bar is a scene with good looking londoners while a dj spins tulum house that tends to be boring after 10 mins.,4,Hovarda
the best greek and turkish restaurant in london,5,Hovarda
i love the vibe and the music!!,4,Hovarda
"avoid this place!!!!! this restaurant can be summarized in two words : zero professionalism. service level is the worst seen in london among trendy restaurants. food is disgusting. waiters are not waiters, manager is not a manager. chef is not a chef. dont waste ur time and money. this place will never make it and last.",1,Hovarda
